,Ask,BaseVolume,Bid,High,Last,Low,OpenBuy,OpenSell,time
21,0.00010099,2730.92229795,0.0001007,0.000111,0.00010104,9.806e-05,2685.0,29453.0,2018-02-02T03:30:00Z
22,0.0001,2742.57464866,9.993e-05,0.000111,9.992e-05,9.806e-05,2668.0,29463.0,2018-02-02T03:40:00Z
23,0.0001,2742.83687485,9.995e-05,0.000111,0.0001,9.806e-05,2669.0,29465.0,2018-02-02T03:50:00Z
24,,,,,,,,,2018-02-02T04:00:00Z
25,9.918e-05,2756.58283678,9.89e-05,0.000111,9.919e-05,9.806e-05,2636.0,29463.0,2018-02-02T04:10:00Z
26,9.859e-05,2771.76914463,9.831e-05,0.000111,9.859e-05,9.806e-05,2621.0,29461.0,2018-02-02T04:20:00Z
27,9.822e-05,2783.97054276,9.817e-05,0.000111,9.822e-05,9.806e-05,2633.0,29467.0,2018-02-02T04:30:00Z
28,9.872e-05,2783.00069622,9.817e-05,0.000111,9.817e-05,9.806e-05,2662.0,29466.0,2018-02-02T04:40:00Z
29,9.875e-05,2809.15335532,9.84e-05,0.000111,9.875e-05,9.806e-05,2673.0,29457.0,2018-02-02T04:50:00Z
30,9.888e-05,2784.36488815,9.831e-05,0.000111,9.831e-05,9.806e-05,2674.0,29448.0,2018-02-02T05:00:00Z
31,9.887e-05,2786.78350715,9.883e-05,0.000111,9.887e-05,9.806e-05,2698.0,29451.0,2018-02-02T05:10:00Z
32,9.899e-05,2795.35272181,9.883e-05,0.000111,9.9e-05,9.806e-05,2703.0,29442.0,2018-02-02T05:20:00Z
33,9.85e-05,2805.3710564,9.82e-05,0.000111,9.819e-05,9.806e-05,2697.0,29452.0,2018-02-02T05:30:00Z
34,9.777e-05,2810.18333819,9.738e-05,0.00011085,9.777e-05,9.738e-05,2604.0,29469.0,2018-02-02T05:40:00Z
35,9.763e-05,2821.65629982,9.761e-05,0.00011085,9.761e-05,9.7e-05,2634.0,29468.0,2018-02-02T05:50:00Z
36,9.569e-05,2863.97590636,9.53e-05,0.0001102,9.581e-05,9.569e-05,2539.0,29483.0,2018-02-02T06:00:00Z
37,9.59e-05,2894.5016313,9.558e-05,0.0001102,9.537e-05,9.519e-05,2526.0,29488.0,2018-02-02T06:10:00Z
38,9.414e-05,2957.82766429,9.379e-05,0.0001102,9.399e-05,9.35e-05,2303.0,29484.0,2018-02-02T06:20:00Z
39,9.332e-05,2985.7148236,9.321e-05,0.0001102,9.339e-05,9.321e-05,2325.0,29488.0,2018-02-02T06:30:00Z
40,9.447e-05,3058.64329353,9.443e-05,0.0001102,9.415e-05,9.23e-05,2303.0,29476.0,2018-02-02T06:40:00Z
41,9.413e-05,3058.0962996,9.346e-05,0.0001102,9.415e-05,9.23e-05,2302.0,29480.0,2018-02-02T06:50:00Z
42,9.554e-05,3173.69090642,9.546e-05,0.0001102,9.554e-05,9.23e-05,2291.0,29428.0,2018-02-02T07:00:00Z
43,9.46e-05,3205.06832409,9.45e-05,0.0001102,9.46e-05,9.23e-05,2287.0,29447.0,2018-02-02T07:10:00Z
44,,,,,,,,,2018-02-02T07:20:00Z
45,9.398e-05,3312.30693069,9.362e-05,0.0001102,9.399e-05,9.23e-05,2321.0,29465.0,2018-02-02T07:30:00Z
46,9.494e-05,3327.09504655,9.461e-05,0.0001102,9.495e-05,9.23e-05,2340.0,29453.0,2018-02-02T07:40:00Z
47,9.496e-05,3334.85358206,9.495e-05,0.0001102,9.359e-05,9.23e-05,2316.0,29452.0,2018-02-02T07:50:00Z
48,,,,,,,,,2018-02-02T08:00:00Z
49,9.326e-05,3482.94404385,9.325e-05,0.0001102,9.266e-05,9.22e-05,2294.0,29444.0,2018-02-02T08:10:00Z
50,9.258e-05,3508.81588906,9.222e-05,0.00011002,9.258e-05,9.216e-05,2301.0,29445.0,2018-02-02T08:20:00Z
51,9.153e-05,3526.54795269,9.132e-05,0.00011002,9.132e-05,9.122e-05,2265.0,29457.0,2018-02-02T08:30:00Z
52,9.095e-05,3554.85083955,9.092e-05,0.00011002,9.092e-05,9e-05,2146.0,29452.0,2018-02-02T08:40:00Z
53,9.143e-05,3565.62778653,9.101e-05,0.00011002,9.143e-05,9e-05,2141.0,29449.0,2018-02-02T08:50:00Z
54,9.106e-05,3588.66476608,9.072e-05,0.00011002,9.106e-05,9e-05,2177.0,29449.0,2018-02-02T09:00:00Z
55,8.992e-05,3611.65486352,8.975e-05,0.00011002,8.975e-05,8.973e-05,1993.0,29464.0,2018-02-02T09:10:00Z
56,9.084e-05,3655.1210276,9.021e-05,0.00011002,9.095e-05,8.91e-05,2012.0,29428.0,2018-02-02T09:20:00Z
57,9e-05,3671.87974806,8.999e-05,0.00011002,8.985e-05,8.91e-05,2015.0,29440.0,2018-02-02T09:30:00Z
58,9.18e-05,3697.60594479,9.128e-05,0.00011002,9.129e-05,8.91e-05,2052.0,29408.0,2018-02-02T09:40:00Z
59,9.182e-05,3719.89638799,9.152e-05,0.00011002,9.184e-05,8.91e-05,2063.0,29417.0,2018-02-02T09:50:00Z
60,9.082e-05,3722.30659194,9.033e-05,0.00011002,9.033e-05,8.91e-05,2054.0,29435.0,2018-02-02T10:00:00Z
61,9.065e-05,3722.63734944,9.019e-05,0.00011002,9.065e-05,8.91e-05,2064.0,29455.0,2018-02-02T10:10:00Z
62,9.03e-05,3725.02565797,9.018e-05,0.00011002,9.02e-05,8.91e-05,2084.0,29471.0,2018-02-02T10:20:00Z
63,9.199e-05,3727.61732797,9.191e-05,0.00011002,9.199e-05,8.91e-05,2120.0,29420.0,2018-02-02T10:30:00Z
64,9.18e-05,3699.10382854,9.163e-05,0.00011002,9.166e-05,8.91e-05,2163.0,29415.0,2018-02-02T10:40:00Z
65,9.179e-05,3703.54681753,9.176e-05,0.00010885,9.179e-05,8.91e-05,2183.0,29378.0,2018-02-02T10:50:00Z
66,9.118e-05,3707.77384848,9.101e-05,0.00010885,9.118e-05,8.91e-05,2185.0,29387.0,2018-02-02T11:00:00Z
67,9.14e-05,3707.14464454,9.101e-05,0.0001085,9.14e-05,8.91e-05,2191.0,29384.0,2018-02-02T11:10:00Z
68,9.11e-05,3707.93007112,9.101e-05,0.0001085,9.11e-05,8.91e-05,2200.0,29380.0,2018-02-02T11:20:00Z
69,,,,,,,,,2018-02-02T11:30:00Z
70,8.934e-05,3754.45441779,8.909e-05,0.00010828,8.934e-05,8.896e-05,2096.0,29417.0,2018-02-02T11:40:00Z
71,8.957e-05,3772.16469646,8.942e-05,0.00010828,8.942e-05,8.894e-05,2113.0,29412.0,2018-02-02T11:50:00Z
72,8.82e-05,3782.57807546,8.806e-05,0.00010828,8.835e-05,8.8e-05,2080.0,29428.0,2018-02-02T12:00:00Z
73,8.686e-05,3818.20077938,8.675e-05,0.00010789,8.685e-05,8.638e-05,1953.0,29426.0,2018-02-02T12:10:00Z
74,8.599e-05,3855.44333661,8.57e-05,0.00010789,8.593e-05,8.56e-05,1889.0,29401.0,2018-02-02T12:20:00Z
75,8.5e-05,3946.57508858,8.496e-05,0.00010789,8.496e-05,8.468e-05,1740.0,29424.0,2018-02-02T12:30:00Z
76,8.562e-05,3991.2126298,8.5e-05,0.00010789,8.575e-05,8.43e-05,1749.0,29382.0,2018-02-02T12:40:00Z
77,8.969e-05,4118.91020539,8.935e-05,0.00010789,8.936e-05,8.43e-05,1777.0,29340.0,2018-02-02T12:50:00Z
78,9.541e-05,4293.5902713,9.506e-05,0.00010789,9.493e-05,8.43e-05,1822.0,29222.0,2018-02-02T13:00:00Z
79,9.391e-05,4441.0697291,9.317e-05,0.00010789,9.392e-05,8.43e-05,1823.0,29253.0,2018-02-02T13:10:00Z
80,9.95e-05,4517.83569659,9.948e-05,0.00010789,9.948e-05,8.43e-05,1961.0,29140.0,2018-02-02T13:20:00Z
81,9.821e-05,4599.64028687,9.786e-05,0.00010789,9.786e-05,8.43e-05,2080.0,29181.0,2018-02-02T13:30:00Z
82,9.87e-05,4651.78123653,9.852e-05,0.00010789,9.87e-05,8.43e-05,2110.0,29210.0,2018-02-02T13:40:00Z
83,0.00010361,4831.60978599,0.0001036,0.00010789,0.00010398,8.43e-05,2153.0,28937.0,2018-02-02T13:50:00Z
84,0.00010551,5000.68383942,0.000105,0.00010789,0.00010556,8.43e-05,2185.0,28881.0,2018-02-02T14:00:00Z
85,0.00010241,5124.80655739,0.0001022,0.00010789,0.0001022,8.43e-05,2227.0,28940.0,2018-02-02T14:10:00Z
86,0.00010158,5213.10635954,0.00010151,0.00010789,0.00010151,8.43e-05,2241.0,28959.0,2018-02-02T14:20:00Z
87,9.923e-05,5240.32026594,9.904e-05,0.00010785,9.902e-05,8.43e-05,2248.0,29012.0,2018-02-02T14:30:00Z
88,9.846e-05,5241.80014844,9.835e-05,0.0001075,9.859e-05,8.43e-05,2236.0,29014.0,2018-02-02T14:40:00Z
89,9.95e-05,5316.72261602,9.91e-05,0.0001075,9.95e-05,8.43e-05,2306.0,29017.0,2018-02-02T14:50:00Z
90,9.85e-05,5324.33116504,9.8e-05,0.0001075,9.812e-05,8.43e-05,2312.0,29056.0,2018-02-02T15:00:00Z
91,9.95e-05,5339.09506705,9.948e-05,0.0001075,9.932e-05,8.43e-05,2389.0,29051.0,2018-02-02T15:10:00Z
92,0.00010114,5346.81512251,0.00010096,0.0001075,0.00010053,8.43e-05,2347.0,28950.0,2018-02-02T15:20:00Z
93,0.0001021,5359.73716851,0.00010203,0.0001075,0.0001021,8.43e-05,2376.0,28975.0,2018-02-02T15:30:00Z
94,0.00010466,5390.1980517,0.00010417,0.0001075,0.00010468,8.43e-05,2400.0,28944.0,2018-02-02T15:40:00Z
95,0.00010399,5441.25079969,0.0001038,0.0001075,0.00010407,8.43e-05,2429.0,28956.0,2018-02-02T15:50:00Z
96,0.00010359,5472.13408116,0.00010331,0.0001075,0.00010331,8.43e-05,2418.0,28983.0,2018-02-02T16:00:00Z
97,0.00010299,5497.21511924,0.00010281,0.0001075,0.00010281,8.43e-05,2420.0,28996.0,2018-02-02T16:10:00Z
98,0.00010269,5512.69352018,0.00010223,0.0001075,0.00010269,8.43e-05,2425.0,29029.0,2018-02-02T16:20:00Z
99,0.00010207,5523.71010295,0.000102,0.0001075,0.00010213,8.43e-05,2419.0,29090.0,2018-02-02T16:30:00Z
100,0.00010289,5535.53504003,0.00010263,0.0001075,0.00010289,8.43e-05,2452.0,29092.0,2018-02-02T16:40:00Z
101,0.00010257,5567.62334118,0.00010208,0.0001075,0.00010223,8.43e-05,2433.0,29123.0,2018-02-02T16:50:00Z
102,0.00010129,5577.26849207,0.0001009,0.0001075,0.00010129,8.43e-05,2426.0,29143.0,2018-02-02T17:00:00Z
103,0.00010079,5587.47754607,0.00010033,0.0001075,0.00010079,8.43e-05,2448.0,29173.0,2018-02-02T17:10:00Z
104,0.00010034,5601.35968923,0.0001,0.0001075,0.00010036,8.43e-05,2424.0,29172.0,2018-02-02T17:20:00Z
105,0.00010045,5561.98802613,0.00010025,0.0001075,0.00010045,8.43e-05,2458.0,29188.0,2018-02-02T17:30:00Z
106,9.966e-05,5557.03953068,9.95e-05,0.0001075,9.966e-05,8.43e-05,2444.0,29201.0,2018-02-02T17:40:00Z
107,9.961e-05,5562.58652958,9.951e-05,0.0001075,9.951e-05,8.43e-05,2496.0,29215.0,2018-02-02T17:50:00Z
108,0.00010002,5569.43094647,9.967e-05,0.0001075,9.995e-05,8.43e-05,2487.0,29217.0,2018-02-02T18:00:00Z
109,0.00010002,5567.65045755,0.0001,0.0001075,9.98e-05,8.43e-05,2509.0,29232.0,2018-02-02T18:10:00Z
110,0.0001,5552.34057068,9.981e-05,0.00010735,9.981e-05,8.43e-05,2513.0,29239.0,2018-02-02T18:20:00Z
111,0.00010035,5550.46170938,0.00010007,0.00010735,0.00010007,8.43e-05,2531.0,29234.0,2018-02-02T18:30:00Z
112,0.00010007,5549.60717318,0.0001,0.00010735,0.0001,8.43e-05,2508.0,29228.0,2018-02-02T18:40:00Z
113,9.967e-05,5562.07388045,9.966e-05,0.00010735,9.967e-05,8.43e-05,2510.0,29228.0,2018-02-02T18:50:00Z
114,9.756e-05,5577.88346149,9.75e-05,0.00010735,9.765e-05,8.43e-05,2516.0,29234.0,2018-02-02T19:00:00Z
115,9.8e-05,5586.21311633,9.776e-05,0.00010735,9.8e-05,8.43e-05,2541.0,29259.0,2018-02-02T19:10:00Z
116,9.96e-05,5590.7640899,9.95e-05,0.00010735,9.95e-05,8.43e-05,2493.0,29230.0,2018-02-02T19:20:00Z
117,0.00010061,5639.29755217,0.0001004,0.00010735,0.00010061,8.43e-05,2512.0,29215.0,2018-02-02T19:30:00Z
118,0.0001,5622.98316041,9.999e-05,0.00010735,0.0001,8.43e-05,2506.0,29206.0,2018-02-02T19:40:00Z
119,0.00010035,5594.19544131,0.0001,0.00010735,0.0001,8.43e-05,2506.0,29206.0,2018-02-02T19:50:00Z
120,9.956e-05,5587.38670327,9.899e-05,0.00010735,9.956e-05,8.43e-05,2514.0,29231.0,2018-02-02T20:00:00Z
121,0.00010041,5560.23541265,9.998e-05,0.00010735,9.998e-05,8.43e-05,2528.0,29226.0,2018-02-02T20:10:00Z
122,0.0001005,5495.89949026,0.00010033,0.00010735,0.00010033,8.43e-05,2548.0,29233.0,2018-02-02T20:20:00Z
123,0.00010052,5466.45694467,0.00010013,0.00010735,0.00010055,8.43e-05,2554.0,29245.0,2018-02-02T20:30:00Z
124,0.0001002,5446.42101166,9.998e-05,0.00010735,0.0001,8.43e-05,2562.0,29259.0,2018-02-02T20:40:00Z
125,9.978e-05,5432.73729744,9.936e-05,0.00010735,9.936e-05,8.43e-05,2573.0,29263.0,2018-02-02T20:50:00Z
126,9.947e-05,5425.83117055,9.945e-05,0.00010735,9.947e-05,8.43e-05,2591.0,29267.0,2018-02-02T21:00:00Z
127,9.991e-05,5420.68243946,9.933e-05,0.00010735,9.991e-05,8.43e-05,2602.0,29261.0,2018-02-02T21:10:00Z
128,0.00010062,5414.72072977,0.00010058,0.00010735,0.00010062,8.43e-05,2623.0,29258.0,2018-02-02T21:20:00Z
129,0.0001009,5403.38711424,0.00010041,0.00010735,0.0001009,8.43e-05,2619.0,29249.0,2018-02-02T21:30:00Z
130,0.00010079,5391.82382824,0.00010071,0.00010735,0.00010079,8.43e-05,2622.0,29246.0,2018-02-02T21:40:00Z
131,0.00010071,5402.85522409,0.00010031,0.00010735,0.00010031,8.43e-05,2460.0,29153.0,2018-02-02T21:50:00Z
132,0.00010005,5402.49720137,0.0001,0.00010735,0.00010004,8.43e-05,2439.0,29171.0,2018-02-02T22:00:00Z
133,0.00010052,5405.85829689,9.985e-05,0.00010735,0.00010052,8.43e-05,2435.0,29157.0,2018-02-02T22:10:00Z
134,0.00010001,5407.12621131,9.999e-05,0.00010735,0.0001,8.43e-05,2442.0,29182.0,2018-02-02T22:20:00Z
135,0.00010126,5410.27550235,0.00010091,0.00010735,0.00010126,8.43e-05,2459.0,29189.0,2018-02-02T22:30:00Z
136,0.00010139,5415.71725624,0.00010073,0.00010735,0.00010072,8.43e-05,2473.0,29208.0,2018-02-02T22:40:00Z
137,0.00010279,5418.85271844,0.00010254,0.00010735,0.00010279,8.43e-05,2482.0,29199.0,2018-02-02T22:50:00Z
138,0.00010298,5429.05738374,0.00010281,0.00010735,0.00010301,8.43e-05,2482.0,29200.0,2018-02-02T23:00:00Z
139,0.00010213,5427.14194699,0.00010179,0.00010735,0.00010213,8.43e-05,2484.0,29211.0,2018-02-02T23:10:00Z
140,0.00010216,5428.54608009,0.00010192,0.00010735,0.00010216,8.43e-05,2489.0,29201.0,2018-02-02T23:20:00Z
141,0.00010191,5427.52834986,0.00010153,0.00010735,0.00010192,8.43e-05,2491.0,29205.0,2018-02-02T23:30:00Z
142,0.00010112,5423.35062064,0.00010078,0.00010735,0.00010112,8.43e-05,2478.0,29204.0,2018-02-02T23:40:00Z
143,0.00010143,5425.36683582,0.00010133,0.00010735,0.0001013,8.43e-05,2475.0,29215.0,2018-02-02T23:50:00Z
144,0.00010125,5434.77417725,0.00010108,0.00010735,0.00010107,8.43e-05,2494.0,29198.0,2018-02-03T00:00:00Z
145,0.00010108,5445.10978171,0.0001007,0.00010735,0.0001011,8.43e-05,2494.0,29230.0,2018-02-03T00:10:00Z
146,0.00010174,5388.93686645,0.00010158,0.00010735,0.00010175,8.43e-05,2495.0,29220.0,2018-02-03T00:20:00Z
147,0.0001018,5377.20886967,0.0001011,0.00010735,0.0001018,8.43e-05,2496.0,29224.0,2018-02-03T00:30:00Z
148,0.00010093,5366.97568567,0.00010053,0.00010735,0.00010053,8.43e-05,2496.0,29222.0,2018-02-03T00:40:00Z
149,0.00010183,5296.30898402,0.00010108,0.00010735,0.00010113,8.43e-05,2505.0,29229.0,2018-02-03T00:50:00Z
150,0.00010122,5194.4972924,0.00010101,0.00010735,0.00010122,8.43e-05,2522.0,29238.0,2018-02-03T01:00:00Z
151,0.00010158,5131.47827919,0.00010126,0.00010735,0.00010161,8.43e-05,2513.0,29247.0,2018-02-03T01:10:00Z
152,0.00010087,5105.43900847,0.00010077,0.00010735,0.00010097,8.43e-05,2512.0,29232.0,2018-02-03T01:20:00Z
153,0.00010082,5077.01963504,0.00010051,0.00010735,0.00010082,8.43e-05,2522.0,29245.0,2018-02-03T01:30:00Z
154,0.00010001,5050.38067647,0.0001,0.00010735,0.0001,8.43e-05,2517.0,29264.0,2018-02-03T01:40:00Z
155,9.995e-05,5043.24735606,9.976e-05,0.00010735,9.995e-05,8.43e-05,2477.0,29253.0,2018-02-03T01:50:00Z
156,0.00010025,5040.32056422,0.0001,0.00010735,0.00010001,8.43e-05,2478.0,29254.0,2018-02-03T02:00:00Z
157,9.984e-05,5012.7645629,9.971e-05,0.00010735,9.971e-05,8.43e-05,2481.0,29258.0,2018-02-03T02:10:00Z
158,9.91e-05,4997.30581271,9.889e-05,0.00010735,9.91e-05,8.43e-05,2463.0,29260.0,2018-02-03T02:20:00Z
159,9.876e-05,4982.66004843,9.875e-05,0.00010735,9.876e-05,8.43e-05,2458.0,29267.0,2018-02-03T02:30:00Z
160,9.961e-05,4977.17580909,9.937e-05,0.00010735,9.937e-05,8.43e-05,2473.0,29266.0,2018-02-03T02:40:00Z
161,9.871e-05,4949.66799757,9.87e-05,0.00010735,9.851e-05,8.43e-05,2464.0,29260.0,2018-02-03T02:50:00Z
162,9.711e-05,4966.16967423,9.66e-05,0.00010735,9.666e-05,8.43e-05,2393.0,29281.0,2018-02-03T03:00:00Z
163,9.67e-05,4995.75018786,9.636e-05,0.00010735,9.67e-05,8.43e-05,2403.0,29300.0,2018-02-03T03:10:00Z
164,9.653e-05,4996.09667932,9.606e-05,0.00010735,9.604e-05,8.43e-05,2407.0,29275.0,2018-02-03T03:20:00Z
165,9.589e-05,5003.11576139,9.547e-05,0.00010735,9.589e-05,8.43e-05,2397.0,29290.0,2018-02-03T03:30:00Z
166,9.542e-05,5007.23405576,9.52e-05,0.00010735,9.52e-05,8.43e-05,2412.0,29314.0,2018-02-03T03:40:00Z
167,9.572e-05,5010.00406771,9.546e-05,0.00010735,9.572e-05,8.43e-05,2408.0,29316.0,2018-02-03T03:50:00Z
168,9.498e-05,4992.75861546,9.475e-05,0.00010735,9.498e-05,8.43e-05,2421.0,29327.0,2018-02-03T04:00:00Z
169,9.68e-05,5001.27524595,9.639e-05,0.00010735,9.639e-05,8.43e-05,2446.0,29311.0,2018-02-03T04:10:00Z
170,9.688e-05,5015.24798741,9.654e-05,0.00010735,9.688e-05,8.43e-05,2409.0,29297.0,2018-02-03T04:20:00Z
171,9.869e-05,5046.56541595,9.866e-05,0.00010735,9.842e-05,8.43e-05,2422.0,29254.0,2018-02-03T04:30:00Z
172,9.867e-05,5069.82948092,9.807e-05,0.00010735,9.807e-05,8.43e-05,2426.0,29274.0,2018-02-03T04:40:00Z
173,9.787e-05,5047.20052832,9.783e-05,0.00010735,9.783e-05,8.43e-05,2418.0,29266.0,2018-02-03T04:50:00Z
174,9.78e-05,5038.62110906,9.741e-05,0.00010735,9.741e-05,8.43e-05,2435.0,29282.0,2018-02-03T05:00:00Z
175,9.747e-05,5043.90128353,9.717e-05,0.00010735,9.717e-05,8.43e-05,2425.0,29281.0,2018-02-03T05:10:00Z
176,9.765e-05,5033.72367332,9.731e-05,0.00010735,9.731e-05,8.43e-05,2421.0,29278.0,2018-02-03T05:20:00Z
177,9.747e-05,5015.29096059,9.708e-05,0.00010735,9.701e-05,8.43e-05,2418.0,29275.0,2018-02-03T05:30:00Z
178,9.75e-05,4997.92748792,9.7e-05,0.00010735,9.75e-05,8.43e-05,2424.0,29278.0,2018-02-03T05:40:00Z
179,9.872e-05,4993.25985289,9.834e-05,0.00010735,9.874e-05,8.43e-05,2444.0,29282.0,2018-02-03T05:50:00Z
180,9.971e-05,4963.01404265,9.917e-05,0.00010735,9.913e-05,8.43e-05,2449.0,29258.0,2018-02-03T06:00:00Z
181,9.976e-05,4936.89820692,9.97e-05,0.00010735,9.97e-05,8.43e-05,2466.0,29241.0,2018-02-03T06:10:00Z
182,0.0001019,4880.47368751,0.0001017,0.00010735,0.00010193,8.43e-05,2499.0,29227.0,2018-02-03T06:20:00Z
183,0.00010275,4868.02752063,0.0001027,0.00010735,0.0001027,8.43e-05,2515.0,29201.0,2018-02-03T06:30:00Z
184,0.00010261,4805.35555482,0.00010209,0.00010735,0.00010209,8.43e-05,2509.0,29208.0,2018-02-03T06:40:00Z
185,0.00010117,4784.07348801,0.00010115,0.00010735,0.00010115,8.43e-05,2497.0,29220.0,2018-02-03T06:50:00Z
186,0.00010028,4695.82483247,9.961e-05,0.00010735,9.962e-05,8.43e-05,2502.0,29256.0,2018-02-03T07:00:00Z
187,9.947e-05,4668.21542752,9.92e-05,0.00010735,9.92e-05,8.43e-05,2509.0,29293.0,2018-02-03T07:10:00Z
188,9.985e-05,4647.23297695,9.955e-05,0.00010735,9.985e-05,8.43e-05,2496.0,29323.0,2018-02-03T07:20:00Z
189,9.987e-05,4560.17906236,9.98e-05,0.00010735,9.98e-05,8.43e-05,2520.0,29320.0,2018-02-03T07:30:00Z
190,0.00010019,4546.58589665,9.968e-05,0.00010735,9.969e-05,8.43e-05,2520.0,29314.0,2018-02-03T07:40:00Z
191,0.00010034,4448.82376678,0.00010023,0.00010735,0.00010023,8.43e-05,2523.0,29312.0,2018-02-03T07:50:00Z
192,0.00010006,4400.32915784,9.953e-05,0.00010735,0.00010006,8.43e-05,2531.0,29328.0,2018-02-03T08:00:00Z
193,0.00010024,4372.83047215,0.0001,0.00010735,0.00010025,8.43e-05,2528.0,29336.0,2018-02-03T08:10:00Z
194,0.00010034,4343.38053213,0.00010028,0.00010735,0.00010034,8.43e-05,2529.0,29346.0,2018-02-03T08:20:00Z
195,0.00010074,4335.63107232,0.00010073,0.00010735,0.00010075,8.43e-05,2527.0,29351.0,2018-02-03T08:30:00Z
196,0.0001006,4307.4901534,0.00010053,0.00010735,0.00010053,8.43e-05,2520.0,29311.0,2018-02-03T08:40:00Z
197,0.00010091,4300.2790838,0.0001006,0.00010735,0.0001006,8.43e-05,2538.0,29315.0,2018-02-03T08:50:00Z
198,0.00010182,4320.38132809,0.00010146,0.00010735,0.00010146,8.43e-05,2550.0,29314.0,2018-02-03T09:00:00Z
199,0.0001016,4309.84620458,0.00010136,0.00010735,0.00010159,8.43e-05,2545.0,29301.0,2018-02-03T09:10:00Z
200,0.00010193,4255.73738975,0.00010135,0.00010735,0.00010193,8.43e-05,2544.0,29300.0,2018-02-03T09:20:00Z
201,0.00010229,4244.27842444,0.00010181,0.00010735,0.00010181,8.43e-05,2549.0,29302.0,2018-02-03T09:30:00Z
202,0.0001023,4200.96449961,0.0001018,0.00010735,0.0001018,8.43e-05,2547.0,29283.0,2018-02-03T09:40:00Z
203,0.00010205,4187.63866948,0.00010183,0.00010735,0.00010205,8.43e-05,2561.0,29284.0,2018-02-03T09:50:00Z
204,0.00010145,4187.25850931,0.00010137,0.00010735,0.00010159,8.43e-05,2547.0,29298.0,2018-02-03T10:00:00Z
205,0.00010069,4182.58377062,0.00010047,0.00010735,0.00010069,8.43e-05,2521.0,29313.0,2018-02-03T10:10:00Z
206,0.00010126,4186.29398171,0.00010125,0.00010735,0.00010126,8.43e-05,2553.0,29303.0,2018-02-03T10:20:00Z
207,0.00010138,4174.65274893,0.00010133,0.00010735,0.00010138,8.43e-05,2549.0,29307.0,2018-02-03T10:30:00Z
208,0.00010198,4165.71013519,0.00010188,0.00010735,0.000102,8.43e-05,2566.0,29299.0,2018-02-03T10:40:00Z
209,0.00010192,4147.18368255,0.00010174,0.00010735,0.00010192,8.43e-05,2568.0,29302.0,2018-02-03T10:50:00Z
210,0.00010142,4138.45778309,0.00010115,0.00010735,0.00010145,8.43e-05,2563.0,29309.0,2018-02-03T11:00:00Z
211,0.00010177,4139.907162,0.00010134,0.00010735,0.00010143,8.43e-05,2566.0,29312.0,2018-02-03T11:10:00Z
212,0.0001018,4140.05427302,0.00010178,0.00010735,0.0001018,8.43e-05,2575.0,29315.0,2018-02-03T11:20:00Z
